dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,buggy,Accuracy_Pred,Accuracy_Pred_Prob,FMeasure_Pred,FMeasure_Pred_Prob,GMean_Pred,GMean_Pred_Prob,Function to be selected,PredictedTechnique,DSF_Prediction,DSF_Pred_Prob
2,0,4,5,1,1,3,1,2.0,11,0.0,0,0.909090909,0.75,1,1,4.5,1,0.5,False,False,0.1,False,0.0,False,0.0,FMeasure,FMeasure,False,0.001132187724646268
1,0,3,1,0,2,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,12,37,7,0,12,1,1.122222222,302,1.0,1,0.75,0.52,1,1,46.33333333,2,0.8333,False,False,0.06666666666666668,False,0.3,False,0.2,FMeasure,FMeasure,False,0.29617177481809104
1,0,23,1,0,23,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,False,0.0,False,0.1,False,0.0,FMeasure,FMeasure,False,0.09768056414505479
1,11,19,44,61,11,8,9,0.89010989,214,1.0,0,0.0,0.307692308,0,0,13.78571429,5,1.4286,False,False,0.2,False,0.1,False,0.0,FMeasure,FMeasure,False,0.10014650325830501
1,0,8,21,0,8,0,10,0.666666667,140,1.0,0,0.0,0.34,0,0,12.6,2,0.8,False,False,0.0,False,0.05,False,0.1,FMeasure,FMeasure,False,0.04992769332788908
2,0,7,17,91,0,7,14,2.0,54,0.0,0,0.566666667,1.0,1,4,2.857142857,1,0.9286,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,9,9,14,8,1,7,0.857142857,46,1.0,1,0.0,0.458333333,0,0,4.25,1,0.75,False,False,0.1,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0010715667852682978
1,0,76,25,88,74,2,15,0.854166667,163,1.0,2,0.0,0.205882353,1,1,8.235294117999999,7,1.2941,False,False,0.425,False,0.35,True,0.8,FMeasure,FMeasure,False,0.35497807868632475
1,0,5,7,21,3,2,7,2.0,7,0.0,0,0.0,0.5,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,8,17,78,0,8,13,2.0,49,0.0,0,0.5862068970000001,1.0,1,3,2.769230769,1,0.9231,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,5,7,1,1,4,1,2.0,17,0.0,0,0.909090909,0.75,1,2,7.5,1,0.5,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,7,14,3,1,6,3,2.0,48,0.0,0,0.75,0.5555555560000001,0,0,15.0,1,0.6667,False,False,0.0,False,0.1,False,0.3166666666666667,FMeasure,FMeasure,False,0.10093673730624163
1,0,0,2,0,0,0,0,2.0,13,0.0,0,0.0,1.0,0,0,3.0,0,0.0,True,False,0.09864468864468864,False,0.06857142857142857,False,0.0,FMeasure,FMeasure,False,0.06825850408855148
1,0,31,135,115,0,31,16,0.833333333,798,1.0,8,0.0,0.136842105,0,0,40.52631579,13,2.3158,True,False,0.06666666666666668,False,0.1,False,0.1,FMeasure,FMeasure,False,0.09964282134208156
1,0,20,12,0,16,4,5,0.0,43,1.0,0,0.0,0.64,0,0,7.4,1,0.8,False,False,0.0,False,0.0,False,0.1,FMeasure,FMeasure,False,0.0009243870276984304
1,0,4,30,24,3,1,16,0.7589285709999999,343,1.0,1,0.0,0.317647059,1,1,18.76470588,22,2.5882,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,6,8,28,5,1,8,2.0,8,0.0,0,0.0,0.4,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,0,2,0,0,0,1,2.0,11,0.0,0,0.0,1.0,0,0,3.0,0,0.0,False,False,0.09864468864468864,False,0.2328571428571429,False,0.0,FMeasure,FMeasure,False,0.2292818173464514
2,0,9,19,78,0,9,13,2.0,57,0.0,0,0.5862068970000001,1.0,1,3,3.384615385,1,0.9231,False,False,0.32857142857142857,False,0.2333333333333333,False,0.05,FMeasure,FMeasure,False,0.2326536887284161
2,0,10,20,28,4,10,8,2.0,83,0.0,0,0.222222222,0.46875,0,0,9.375,3,1.125,True,False,0.0,False,0.1,False,0.075,FMeasure,FMeasure,False,0.09869657203719713
1,0,6,7,21,4,2,7,2.0,7,0.0,0,0.0,0.342857143,0,0,0.0,1,1.0,False,False,0.0,False,0.05,False,0.0,FMeasure,FMeasure,False,0.04900945074945942
1,0,15,4,6,14,1,4,2.0,4,0.0,0,0.0,0.625,0,0,0.0,1,1.0,False,False,0.1,False,0.05,False,0.0,FMeasure,FMeasure,False,0.05007317862623307
2,0,8,20,15,0,8,6,2.0,83,0.0,0,0.28571428600000004,0.833333333,0,0,12.83333333,2,1.1667,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
3,0,3,4,1,2,1,3,1.0,15,1.0,0,0.964912281,0.666666667,0,0,3.333333333,1,0.6667,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,6,29,26,1,5,3,0.6875,200,1.0,2,0.0,0.291666667,0,0,20.77777778,3,1.6667,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,11,55,37,1,10,5,0.5555555560000001,447,1.0,2,0.0,0.35714285700000004,0,0,43.5,9,2.6,False,False,0.1,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0010711496355262611
2,0,9,15,15,3,9,6,2.0,60,0.0,0,0.28571428600000004,0.4,0,0,9.0,1,0.8333,False,False,0.0,False,0.06666666666666668,False,0.0,FMeasure,FMeasure,False,0.0653347548922077
1,0,16,30,0,1,15,2,0.166666667,178,1.0,3,0.0,0.5,0,0,57.33333333,9,3.6667,False,True,0.8,True,0.6833333333333333,False,0.4,GMean,FMeasure,True,0.6810923475808399
2,0,6,8,3,1,6,3,2.0,21,0.0,0,0.5,0.5555555560000001,0,0,6.0,1,0.6667,False,False,0.0,False,0.3,False,0.3,FMeasure,FMeasure,False,0.2967854653312679
2,0,10,28,2,0,10,1,1.148148148,153,1.0,1,0.857142857,0.583333333,1,1,35.0,3,1.0,False,False,0.3,False,0.13333333333333333,False,0.0,FMeasure,FMeasure,False,0.13388291521848295
1,0,23,27,51,23,1,15,0.767857143,169,1.0,0,0.0,0.32,1,1,10.0,7,1.4,False,False,0.25,False,0.025,False,0.1,FMeasure,FMeasure,False,0.02810558354165497
1,0,27,15,10,26,1,4,2.0,89,0.0,0,0.0,0.266666667,0,0,16.8,3,1.2,False,False,0.0,False,0.0,False,0.1,FMeasure,FMeasure,False,0.0009253000399039803
2,0,10,23,2,0,10,1,1.125,118,1.0,1,0.857142857,0.583333333,1,1,26.5,1,0.5,False,False,0.3,False,0.13333333333333333,False,0.0,FMeasure,FMeasure,False,0.1338825230508782
1,0,20,47,13,0,20,4,1.16,274,1.0,1,0.0,0.4166666670000001,0,0,43.0,2,1.1667,False,False,0.275,False,0.45,False,0.1,FMeasure,FMeasure,False,0.4448807683890606
2,0,8,17,78,0,8,13,2.0,49,0.0,0,0.5862068970000001,1.0,1,3,2.769230769,1,0.9231,True,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,0,5,0,0,0,4,1.0,23,0.333333333,0,0.0,0.75,0,0,4.0,1,0.5,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,7,19,83,6,1,15,0.904761905,129,1.0,1,0.0,0.20952381,1,1,7.2,7,1.4,False,False,0.1,False,0.24,False,0.05,FMeasure,FMeasure,False,0.23673759933715263
2,0,22,37,13,2,21,2,0.6,157,1.0,0,0.791666667,0.3666666670000001,1,3,25.0,4,1.8333,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,5,8,1,1,4,1,2.0,81,1.0,0,0.909090909,0.75,1,2,37.5,2,1.0,False,False,0.0,False,0.4,False,0.1,FMeasure,FMeasure,False,0.3929311209680655
2,0,21,49,0,1,20,2,0.64,274,1.0,1,0.791666667,0.333333333,1,3,43.83333333,5,2.1667,True,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,5,13,10,4,1,8,0.6190476189999999,56,1.0,0,0.0,0.75,0,0,5.625,1,0.875,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,27,66,270,22,5,33,0.869318182,509,1.0,3,0.0,0.151515152,0,0,14.09090909,4,1.0909,False,False,0.3,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0032150754733447076
2,0,5,7,1,1,4,1,2.0,17,0.0,0,0.909090909,0.75,1,2,7.5,1,0.5,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,10,32,4,1,10,2,1.242424242,223,1.0,0,0.0,0.5,0,0,52.0,3,1.25,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,7,22,17,7,0,10,0.814285714,150,1.0,0,0.0,0.424242424,0,0,12.0,3,1.0,False,False,0.05,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0005355964474963061
2,0,5,7,1,1,4,1,2.0,17,0.0,0,0.909090909,0.75,1,2,7.5,1,0.5,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,30,42,36,21,9,8,2.0,207,0.0,0,0.0,0.351851852,0,0,22.0,7,1.5556,False,False,0.0,False,0.1,False,0.0,FMeasure,FMeasure,False,0.09800343975868896
1,0,8,8,28,6,2,8,2.0,8,0.0,0,0.0,0.53125,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,8,14,3,1,7,3,2.0,63,0.0,0,0.75,0.5555555560000001,0,0,20.0,3,1.3333,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,7,12,1,0,7,2,1.0,110,1.0,0,0.833333333,1.0,0,0,51.5,1,0.5,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,24,55,0,2,23,2,0.64,291,1.0,1,0.791666667,0.333333333,1,3,46.66666667,5,2.3333,True,False,0.0,False,0.1,False,0.1,FMeasure,FMeasure,False,0.09938838386054459
1,0,19,77,147,5,14,6,0.862745098,596,1.0,3,0.0,0.234567901,0,0,31.94444444,8,2.6667,True,True,0.7,True,0.7,True,0.8,FMeasure,FMeasure,True,0.7009260570636594
2,0,5,7,1,1,4,1,2.0,17,0.0,0,0.909090909,0.75,1,2,7.5,1,0.5,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,11,15,3,4,7,3,2.0,93,0.0,0,0.75,0.5555555560000001,0,0,30.0,4,1.6667,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,5,18,4,1,4,2,1.142857143,128,1.0,2,0.0,0.5,0,0,29.25,2,1.25,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,4,5,10,3,1,5,2.0,5,0.0,0,0.0,0.9,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,13,42,41,0,13,15,0.8469387759999999,221,0.857142857,6,0.0,0.2,0,0,13.26666667,5,1.3333,False,False,0.0,False,0.05,False,0.13333333333333333,FMeasure,FMeasure,False,0.0502360230223312
1,0,16,23,253,9,8,23,2.0,23,0.0,0,0.0,0.293478261,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.05,FMeasure,FMeasure,False,0.0004629747580176403
1,0,9,35,4,1,8,2,1.308641975,300,1.0,2,0.0,0.4375,0,0,67.25,5,2.25,True,False,0.5,True,0.8,False,0.2,FMeasure,FMeasure,True,0.7912293308699317
2,0,7,11,1,0,7,2,1.0,46,1.0,0,0.833333333,1.0,0,0,20.5,1,0.5,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,15,77,344,7,11,32,0.883522727,564,1.0,1,0.0,0.157575758,1,1,15.75757576,5,1.3636,True,False,0.1,False,0.0,False,0.25,FMeasure,FMeasure,False,0.0033862044473637123
1,0,39,18,0,36,3,3,0.25,75,1.0,1,0.0,0.25,0,0,13.6,4,1.6,False,False,0.0,False,0.16666666666666666,False,0.2,FMeasure,FMeasure,False,0.16519128291314153
1,0,1,13,15,1,0,5,2.0,385,0.0,0,0.0,0.458333333,0,0,63.16666667,47,9.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
3,0,8,31,10,0,8,3,1.25,135,1.0,0,0.8620689659999999,0.4,2,2,25.8,1,0.8,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,2,14,11,1,1,4,0.8,105,0.4,4,0.764705882,0.4,1,1,15.66666667,3,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,9,19,78,0,9,13,2.0,65,0.0,0,0.5862068970000001,1.0,1,3,4.0,1,0.9231,False,False,0.32857142857142857,False,0.2333333333333333,False,0.05,FMeasure,FMeasure,False,0.23265429060673012
2,0,11,29,2,0,11,1,1.214285714,247,1.0,1,0.857142857,0.583333333,1,1,57.25,8,2.25,True,True,0.8,True,1.0,True,0.9,FMeasure,FMeasure,True,0.9969335147085727
1,0,18,44,4,1,17,3,0.666666667,221,1.0,1,0.0,0.375,0,0,54.0,4,1.5,False,False,0.0,False,0.1,False,0.0,FMeasure,FMeasure,False,0.09800230260545022
1,0,6,42,118,4,3,20,0.8105263159999999,264,1.0,1,0.0,0.188888889,1,1,11.95,7,1.45,False,False,0.4916666666666666,False,0.20666666666666664,True,0.5650000000000001,FMeasure,FMeasure,False,0.2130429117632234
1,0,7,21,6,1,6,4,1.083333333,148,1.0,3,0.0,0.533333333,0,0,26.8,3,1.2,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,7,11,1,0,7,2,1.0,35,1.0,0,0.833333333,1.0,0,0,16.0,1,0.5,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,5,9,1,1,4,1,2.0,49,0.0,0,0.909090909,0.75,1,1,23.5,1,0.5,True,True,0.6,True,0.7,True,0.8949999999999999,FMeasure,FMeasure,True,0.7010644114716816
2,0,8,14,3,1,7,3,2.0,103,0.0,0,0.75,0.5555555560000001,0,0,33.33333333,6,2.3333,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,11,23,253,1,10,23,2.0,23,0.0,0,0.0,0.255434783,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,3,3,3,1,2,3,2.0,3,0.0,0,0.0,0.466666667,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,6,4,6,5,1,4,2.0,4,0.0,0,0.0,0.6875,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,5,2,1,4,1,2,2.0,2,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,25,86,167,0,25,19,0.869047619,464,1.0,7,0.0,0.14285714300000002,0,0,19.72727273,4,1.3636,True,True,0.7,False,0.4,False,0.4666666666666667,Accuracy,Accuracy,True,0.6345848363627524
2,0,2,14,11,1,1,4,0.8,105,0.4,4,0.764705882,0.4,1,1,15.66666667,3,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,8,8,28,6,2,8,2.0,8,0.0,0,0.0,0.321428571,0,0,0.0,1,1.0,False,False,0.0,False,0.2,False,0.0,FMeasure,FMeasure,False,0.19577961823787599
1,0,3,21,63,3,1,15,0.828571429,152,1.0,1,0.0,0.238095238,1,1,8.8,7,1.4,False,True,0.5766666666666667,False,0.425,True,0.6,FMeasure,FMeasure,False,0.4284723143675567
1,0,17,49,73,1,16,11,0.802197802,309,1.0,7,0.0,0.17032967,0,0,20.57142857,7,1.7857,False,False,0.1,False,0.14,False,0.05,FMeasure,FMeasure,False,0.138610335708212
2,0,13,32,2,0,13,1,0.75,163,1.0,1,0.8,0.625,1,1,31.0,1,0.6,False,False,0.0,False,0.1,False,0.0,FMeasure,FMeasure,False,0.0978758905605557
2,0,8,14,3,1,7,3,2.0,52,0.0,0,0.75,0.5555555560000001,0,0,16.33333333,2,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,5,4,6,5,0,4,2.0,4,0.0,0,0.0,0.833333333,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,2,14,11,1,1,4,0.833333333,117,0.333333333,5,0.764705882,0.4,1,1,17.5,3,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,20,16,36,20,1,12,0.795454545,122,1.0,1,0.0,0.316666667,1,1,8.833333332999999,7,1.4167,False,False,0.33333333333333337,False,0.26666666666666666,False,0.24,FMeasure,FMeasure,False,0.26707358072967824
1,0,7,53,31,0,7,6,0.775,285,1.0,0,0.0,0.225,0,0,24.54545455,7,1.6364,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,19,52,126,0,19,20,0.888157895,264,1.0,8,0.0,0.14285714300000002,0,0,11.8,4,1.25,False,False,0.2,False,0.3,False,0.16666666666666666,FMeasure,FMeasure,False,0.2975166036491774
2,0,8,12,1,0,8,2,1.0,56,1.0,0,0.833333333,1.0,0,0,24.0,1,0.5,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,20,28,46,117,20,8,15,0.858823529,221,1.0,0,0.0,0.240740741,1,1,11.0,7,1.4444,False,False,0.11,False,0.0,False,0.11666666666666665,FMeasure,FMeasure,False,0.0024069698146526397
1,0,7,14,0,3,4,5,0.333333333,115,1.0,0,0.0,0.566666667,0,0,21.4,4,2.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,16,24,42,8,16,8,2,0.704545455,220,1.0,1,0.0,0.218181818,0,0,17.0,4,1.6667,False,False,0.06666666666666668,False,0.1,False,0.0,FMeasure,FMeasure,False,0.09857172895932285
1,0,3,3,3,2,1,3,2.0,3,0.0,0,0.0,0.5,0,0,0.0,1,1.0,True,True,0.6,True,0.6,True,0.6,FMeasure,FMeasure,True,0.6000000000000001
1,0,7,12,9,6,1,10,0.8,79,1.0,1,0.0,0.3,0,0,6.4,1,0.7,False,False,0.025,False,0.05,False,0.0,FMeasure,FMeasure,False,0.0491946863415234
2,0,30,8,6,29,1,3,0.892857143,91,0.28571428600000004,6,0.8125,0.4166666670000001,1,1,15.8,1,0.6,False,False,0.0,False,0.2,False,0.0,FMeasure,FMeasure,False,0.19575544755851074
1,0,11,7,7,10,1,5,0.88,41,1.0,1,0.0,0.375,0,0,5.0,1,0.6667,False,False,0.025,False,0.05,False,0.0,FMeasure,FMeasure,False,0.049198458255087694
1,0,1,4,1,0,1,2,2.0,9,0.0,0,0.0,1.0,0,0,3.5,1,0.5,False,False,0.030769230769230767,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0003159228351464144
2,0,8,14,3,1,7,3,2.0,72,0.0,0,0.75,0.5555555560000001,0,0,23.0,3,1.3333,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,10,27,2,0,10,1,1.166666667,202,1.0,1,0.857142857,0.583333333,1,1,47.0,7,2.0,True,False,0.4,False,0.5,True,0.5916666666666666,GMean,GMean,True,0.561735133554006
1,0,2,9,0,2,0,4,0.5,45,1.0,0,0.0,0.666666667,0,0,9.75,3,1.25,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,4,4,9,0,4,0,4,0.375,35,1.0,0,0.0,0.6,0,0,5.6,1,0.8,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,9,5,0,9,0,4,0.666666667,28,1.0,0,0.0,0.5,0,0,5.25,1,0.75,False,False,0.0,False,0.0,False,0.15,FMeasure,FMeasure,False,0.0016229220682155484
1,0,10,23,69,10,0,15,0.7857142859999999,213,1.0,0,0.0,0.3666666670000001,1,1,12.86666667,7,1.7333,False,False,0.3666666666666665,False,0.3,False,0.2833333333333333,FMeasure,FMeasure,False,0.3005977182108855
1,0,11,50,180,10,1,26,0.726190476,418,1.0,0,0.0,0.226600985,1,1,13.20689655,7,1.2759,False,False,0.0,False,0.1,False,0.0,FMeasure,FMeasure,False,0.09787750479639978
3,0,4,35,6,0,4,3,1.333333333,205,1.0,0,0.892857143,0.45,3,3,50.0,1,0.75,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,6,10,6,1,6,4,2.0,28,0.0,0,0.4,0.4375,0,0,6.0,1,0.75,True,True,0.6,True,0.6,True,0.8,FMeasure,FMeasure,True,0.6021596796526485
1,0,11,41,282,8,3,29,0.895833333,348,1.0,3,0.0,0.183908046,1,1,10.5862069,7,1.2069,True,True,0.8666666666666666,True,0.8,True,0.95,FMeasure,FMeasure,True,0.8023152622780558
2,0,7,17,91,0,7,14,2.0,53,0.0,0,0.566666667,1.0,1,4,2.785714286,1,0.9286,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,8,1,0,8,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,1,23,9,1,0,9,0.7555555559999999,155,1.0,0,0.0,0.65,0,0,14.0,3,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,37,77,108,1,36,9,0.916666667,368,1.0,6,0.0,0.1484375,0,0,21.5,3,1.3125,False,False,0.1,False,0.0,False,0.0,FMeasure,FMeasure,False,0.001041973980018365
1,0,5,13,20,4,1,9,0.791666667,99,1.0,1,0.0,0.288888889,1,1,9.666666667000001,7,1.6667,False,False,0.042857142857142864,False,0.025,False,0.0,FMeasure,FMeasure,False,0.02491565192982958
2,0,9,19,78,0,9,13,2.0,81,0.0,0,0.5862068970000001,1.0,1,3,5.230769231,1,0.9231,False,False,0.4240476190476191,True,1.0,True,0.9,Accuracy,FMeasure,True,0.993275149220059
2,0,10,20,36,5,10,9,2.0,80,0.0,0,0.2,0.377777778,0,0,7.888888888999999,1,0.8889,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,7,15,15,2,7,6,2.0,46,0.0,0,0.28571428600000004,0.4,0,0,6.666666667,1,0.8333,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,4,22,4,2,3,3,0.333333333,119,0.0,0,0.0,0.5,0,0,28.25,2,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,4,5,1,1,3,1,2.0,11,0.0,0,0.909090909,0.75,1,1,4.5,1,0.5,False,False,0.1,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0010400651528302061
1,0,2,26,1,1,1,3,0.5,187,1.0,1,0.0,0.333333333,0,0,29.83333333,3,1.1667,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,8,23,253,1,7,23,2.0,23,0.0,0,0.0,0.338164251,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,2,1,0,2,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,5,14,0,1,4,5,0.25,115,1.0,0,0.0,0.64,0,0,21.6,4,2.0,False,False,0.0,False,0.1,False,0.0,FMeasure,FMeasure,False,0.09787600084814882
1,0,5,7,21,3,2,7,2.0,7,0.0,0,0.0,0.535714286,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,3,2,1,2,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,False,False,0.0,False,0.1,False,0.0,FMeasure,FMeasure,False,0.0981524757402524
1,0,3,8,0,2,1,4,0.5,30,1.0,0,0.0,0.5,0,0,6.0,1,0.75,False,False,0.0,False,0.1,False,0.0,FMeasure,FMeasure,False,0.09787700863260149
1,0,6,6,15,4,2,6,2.0,6,0.0,0,0.0,0.333333333,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,4,5,1,0,4,2,2.0,11,0.0,0,0.666666667,0.75,0,0,4.5,1,0.5,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,2,9,0,2,0,4,0.5,45,1.0,0,0.0,0.666666667,0,0,9.75,3,1.25,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,1,4,1,0,1,2,2.0,9,0.0,0,0.0,1.0,0,0,3.5,1,0.5,False,False,0.030769230769230767,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0003159228351464144
1,0,11,7,7,10,1,5,0.88,41,1.0,1,0.0,0.375,0,0,5.0,1,0.6667,False,False,0.025,False,0.05,False,0.0,FMeasure,FMeasure,False,0.049198458255087694
1,0,1,23,9,1,0,9,0.7555555559999999,155,1.0,0,0.0,0.65,0,0,14.0,3,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,37,77,108,1,36,9,0.916666667,368,1.0,6,0.0,0.1484375,0,0,21.5,3,1.3125,True,False,0.1,False,0.0,False,0.0,FMeasure,FMeasure,False,0.001041973980018365
1,0,5,7,21,3,2,7,2.0,7,0.0,0,0.0,0.535714286,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
